report_date,target_5tc,status,evidence,source,has_5tc,has_capesize,has_bci,has_ultramax,has_supramax,semantic_category,target_date,target_next_5tc,days_to_target,tc_lag_1,tc_lag_2,tc_lag_3,tc_lag_4,tc_mean_4,tc_std_4
2021-03-22,19437.0,GOOD_EXPLICIT,"Dry Bulk: Week 11 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 11 22 March 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize A steady build for the Capesize market saw the 5TC lift $2,696 to settle the week at $19,437.",https://www.drycargomag.com/dry-bulk-week-11-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,2021-03-29,19014.0,7.0,14794.0,11934.0,14224.0,10304.0,12814.0,2080.3044648961063
2021-06-07,20933.0,GOOD_EXPLICIT,"Dry Bulk: Week 22 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 22 07 June 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market found little to support levels this week as a steady slide in rates saw the 5TC drop $4,681 over the week to settle at $20,933.",https://www.drycargomag.com/dry-bulk-week-22-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,2021-06-14,27752.0,7.0,34542.0,34762.0,19014.0,19437.0,26938.75,8908.62067045174
2021-07-19,28572.0,GOOD_EXPLICIT,"Dry Bulk: Week 28 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 28 19 July 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market endured a week of eroding value across all regions as the 5TC lowered $2,430 week on week to settle at $28,572.",https://www.drycargomag.com/dry-bulk-week-28-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,2021-07-26,32469.0,7.0,27752.0,20933.0,34542.0,34762.0,29497.25,6571.640352048085
2021-07-26,32469.0,GOOD_EXPLICIT,"Dry Bulk: Week 29 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 29 26 July 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The market drifted sideways lacking a strong directional lead most of the week, with gains towards the end the 5TC average settling at $32,469 to close the week, up almost $4,000.",https://www.drycargomag.com/dry-bulk-week-29-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,2021-08-02,35713.0,7.0,28572.0,27752.0,20933.0,34542.0,27949.75,5571.3206318909115
2022-01-10,19176.0,GOOD_EXPLICIT,"Closing out 2021 at $19,176 the Cape 5TC ended its first week in 2022 at $20,167.",https://www.drycargomag.com/dry-bulk-week-1-2022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,2022-01-17,12407.0,7.0,40035.0,29938.0,27199.0,61309.0,39620.25,15476.943181713888
2022-01-31,8918.0,GOOD_EXPLICIT,"The 5TC weighted average opened the week at $7,390, descended to a low of $5,826 before settling at week’s end to $8,918.",https://www.drycargomag.com/dry-bulk-week-4-2022,True,False,False,False,False,B_5TC_NO_CLEAR_SEGMENT,2022-02-07,10302.0,7.0,12407.0,19176.0,40035.0,29938.0,25389.0,12142.65772665386
2022-02-07,10302.0,GOOD_EXPLICIT,"Dry Bulk: Week 5 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 5 07 February 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market traded sideways this week as the 5TC closed at $10,302, an improvement of +1384 over the week.",https://www.drycargomag.com/dry-bulk-week-5-2022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,2022-02-14,15397.0,7.0,8918.0,12407.0,19176.0,40035.0,20134.0,13934.044040885381
2022-02-14,15397.0,GOOD_EXPLICIT,"Activity was clearly seen to be elevated as the Capesize 5TC rose +5095 over the week to close on a mild Friday at $15,397.",https://www.drycargomag.com/dry-bulk-report-week-6-2022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,2022-02-21,13888.0,7.0,10302.0,8918.0,12407.0,19176.0,12700.75,4548.9321365935275
2022-02-21,13888.0,GOOD_EXPLICIT,"Closing Friday some reprieve was found as the Capesize 5TC closed on a positive up note +1888 to settle at $13,888.",https://www.drycargomag.com/dry-bulk-week-7-2022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,2022-02-28,14026.0,7.0,15397.0,10302.0,8918.0,12407.0,11756.0,2819.5178074746564
2022-03-28,15648.0,GOOD_EXPLICIT,"Dry Bulk: Week 12/2022 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 12/2022 28 March 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market had to contend with volatile bunker concerns once again as the 5TC lost $5956 week on week to close at $15,648.",https://www.drycargomag.com/dry-bulk-week-122022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,2022-04-04,15460.0,7.0,22195.0,14026.0,13888.0,15397.0,16376.5,3938.351812624163
2022-05-16,32733.0,GOOD_EXPLICIT,"The 5TC ended the week at $32,733, a rise of 8731 week on week.",https://www.drycargomag.com/dry-bulk-week-19-2022,True,False,False,False,False,B_5TC_NO_CLEAR_SEGMENT,2022-05-23,37538.0,7.0,15460.0,15648.0,22195.0,14026.0,16832.25,3647.814174269302
2026-06-08,44374.0,GOOD_EXPLICIT,"Baltic Exchange: Dry Bulk Weekly Report About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Baltic Exchange: Dry Bulk Weekly Report 08 June 2026 Dry Bulk Capesize The market closed the week on a softer footing, with the BCI 182 5TC easing from just under $50,000 at the start of the week to $44,374, reflecting a clear loss of momentum as the week progressed.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2326,True,True,True,False,False,A_CLEAR_CAPESIZE_5TC,2026-06-15,37251.0,7.0,26468.0,23879.0,23697.0,23509.0,24388.25,1394.7045983528753
2026-06-15,37251.0,GOOD_EXPLICIT,"The BCI 182 5TC fell from $42,798 at the start of the week to $37,251 by the close, representing a significant erosion of earnings and underscoring the loss of momentum from the stronger levels seen in late May.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2426,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,2026-06-22,37631.0,7.0,44374.0,26468.0,23879.0,23697.0,29604.5,9927.330440086433
2026-06-22,37631.0,GOOD_EXPLICIT,"Having come under pressure through the early part of the week, the market reversed course, with the BCI 182 5TC climbing sharply to close at $37,631, up from $36,756 at the start of the week.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2526,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,2026-06-29,33014.0,7.0,37251.0,44374.0,26468.0,23879.0,32993.0,9544.603117294437
2026-06-29,33014.0,GOOD_EXPLICIT,"Overall, the BCI 182 5TC declined from $36,946 to $33,014, leaving the market firmly on the defensive by week’s end.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2626,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,2026-07-06,37181.0,7.0,37631.0,37251.0,44374.0,26468.0,36431.0,7404.165899455972
