route_id,origin,destination,vessel_class,cargo_type,scenario,contract_volume_mt,scenario_route_freight_rate,sail_revenue_usd,total_voyage_cost_usd,sail_value_usd,alternative_value_usd,kill_penalty_usd,kill_value_usd,incremental_sail_value_usd,decision,contract_id,optimizer_decision,selected_value_usd,optimizer
4,"Hay Point, Australia","Visakhapatnam, India",Panamax,metallurgical coal,base,69943.75,23.3,1629689.375,541850.6263131252,1087838.7486868748,0.0,100000.0,-100000.0,1187838.7486868748,SAIL,CONTRACT_004,SAIL,1187838.7486868748,expected_value_milp
4,"Hay Point, Australia","Visakhapatnam, India",Panamax,metallurgical coal,bull,69943.75,33.31642856396007,2330275.950370482,541850.6263131252,1788425.324057357,0.0,100000.0,-100000.0,1888425.324057357,SAIL,CONTRACT_004,SAIL,1888425.324057357,expected_value_milp
5,"Hay Point, Australia","Paradip, India",Panamax,metallurgical coal,bear,69943.75,16.20474568189023,1133420.6807877098,539078.7679535353,594341.9128341745,0.0,100000.0,-100000.0,694341.9128341745,SAIL,CONTRACT_005,SAIL,694341.9128341745,expected_value_milp
5,"Hay Point, Australia","Paradip, India",Panamax,metallurgical coal,base,69943.75,21.1,1475813.125,539078.7679535353,936734.3570464648,0.0,100000.0,-100000.0,1036734.3570464648,SAIL,CONTRACT_005,SAIL,1036734.3570464648,expected_value_milp
5,"Hay Point, Australia","Paradip, India",Panamax,metallurgical coal,bull,69943.75,30.17067136049604,2110249.894970695,539078.7679535353,1571171.1270171597,0.0,100000.0,-100000.0,1671171.1270171597,SAIL,CONTRACT_005,SAIL,1671171.1270171597,expected_value_milp
6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,thermal coal,bear,69943.75,9.062369623047616,633856.1153220367,289917.92731015856,343938.1880118781,0.0,100000.0,-100000.0,443938.1880118781,KILL,CONTRACT_006,KILL,0.0,expected_value_milp
6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,thermal coal,base,69943.75,11.8,825336.25,289917.92731015856,535418.3226898415,0.0,100000.0,-100000.0,635418.3226898415,KILL,CONTRACT_006,KILL,0.0,expected_value_milp
6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,thermal coal,bull,69943.75,16.87269772767077,1180139.7516897724,289917.92731015856,890221.8243796139,0.0,100000.0,-100000.0,990221.824379614,KILL,CONTRACT_006,KILL,0.0,expected_value_milp
7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,bear,51893.75,12.326358682196124,639660.9758642152,324360.20148084464,315300.77438337053,0.0,100000.0,-100000.0,415300.7743833705,KILL,CONTRACT_007,KILL,0.0,expected_value_milp
7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,base,51893.75,16.05,832894.6875,324360.20148084464,508534.48601915536,0.0,100000.0,-100000.0,608534.4860191554,KILL,CONTRACT_007,KILL,0.0,expected_value_milp
7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,bull,51893.75,22.94972868890812,1190947.4831500258,324360.20148084464,866587.2816691812,0.0,100000.0,-100000.0,966587.2816691812,KILL,CONTRACT_007,KILL,0.0,expected_value_milp
8,"Banjarmasin (South Kalimantan), Indonesia","Dahej, India",Panamax,thermal coal,bear,69943.75,10.06076627643422,703687.721247346,393447.32289767335,310240.3983496727,0.0,100000.0,-100000.0,410240.3983496727,KILL,CONTRACT_008,KILL,0.0,expected_value_milp
8,"Banjarmasin (South Kalimantan), Indonesia","Dahej, India",Panamax,thermal coal,base,69943.75,13.1,916263.125,393447.32289767335,522815.80210232665,0.0,100000.0,-100000.0,622815.8021023266,KILL,CONTRACT_008,KILL,0.0,expected_value_milp
8,"Banjarmasin (South Kalimantan), Indonesia","Dahej, India",Panamax,thermal coal,bull,69943.75,18.731554256990428,1310155.1480623742,393447.32289767335,916707.8251647007,0.0,100000.0,-100000.0,1016707.8251647007,KILL,CONTRACT_008,KILL,0.0,expected_value_milp
9,"Richards Bay, South Africa","Paradip, India",Panamax,thermal coal,bear,69943.75,14.284752117685228,999129.1309313462,515950.780935484,483178.3499958622,0.0,100000.0,-100000.0,583178.3499958622,SAIL,CONTRACT_009,SAIL,583178.3499958622,expected_value_milp
9,"Richards Bay, South Africa","Paradip, India",Panamax,thermal coal,base,69943.75,18.6,1300953.75,515950.780935484,785002.969064516,0.0,100000.0,-100000.0,885002.969064516,SAIL,CONTRACT_009,SAIL,885002.969064516,expected_value_milp
9,"Richards Bay, South Africa","Paradip, India",Panamax,thermal coal,bull,69943.75,26.595947265650533,1860220.2865618444,515950.780935484,1344269.5056263604,0.0,100000.0,-100000.0,1444269.5056263604,SAIL,CONTRACT_009,SAIL,1444269.5056263604,expected_value_milp
10,Indonesia,"Paradip, India",Supramax,thermal coal,bear,51893.75,16.35834516702663,848895.8745113882,307000.4267910571,541895.4477203311,0.0,100000.0,-100000.0,641895.4477203311,SAIL,CONTRACT_010,SAIL,641895.4477203311,expected_value_milp
10,Indonesia,"Paradip, India",Supramax,thermal coal,base,51893.75,21.3,1105336.875,307000.4267910571,798336.4482089429,0.0,100000.0,-100000.0,898336.4482089429,SAIL,CONTRACT_010,SAIL,898336.4482089429,expected_value_milp
10,Indonesia,"Paradip, India",Supramax,thermal coal,bull,51893.75,30.456649288083675,1580509.743993492,307000.4267910571,1273509.3172024349,0.0,100000.0,-100000.0,1373509.3172024349,SAIL,CONTRACT_010,SAIL,1373509.3172024349,expected_value_milp
11,"Hay Point, Australia","Visakhapatnam, India",Panamax,coal,bear,69943.75,21.388728305243745,1496007.8653998922,541850.6263131252,954157.239086767,0.0,100000.0,-100000.0,1054157.239086767,SAIL,CONTRACT_011,SAIL,1054157.239086767,expected_value_milp
11,"Hay Point, Australia","Visakhapatnam, India",Panamax,coal,base,69943.75,27.85,1947933.4375,541850.6263131252,1406082.8111868748,0.0,100000.0,-100000.0,1506082.8111868748,SAIL,CONTRACT_011,SAIL,1506082.8111868748,expected_value_milp
11,"Hay Point, Australia","Visakhapatnam, India",Panamax,coal,bull,69943.75,39.82242641657889,2785329.83767459,541850.6263131252,2243479.2113614646,0.0,100000.0,-100000.0,2343479.2113614646,SAIL,CONTRACT_011,SAIL,2343479.2113614646,expected_value_milp
13,"Adang Bay (East Kalimantan), Indonesia","Kandla, India",Supramax,steam coal,bear,51893.75,20.35193178057304,1056138.0598381122,441733.5185327099,614404.5413054023,0.0,100000.0,-100000.0,714404.5413054023,SAIL,CONTRACT_013,SAIL,714404.5413054023,expected_value_milp
13,"Adang Bay (East Kalimantan), Indonesia","Kandla, India",Supramax,steam coal,base,51893.75,26.5,1375184.375,441733.5185327099,933450.85646729,0.0,100000.0,-100000.0,1033450.85646729,SAIL,CONTRACT_013,SAIL,1033450.85646729,expected_value_milp
13,"Adang Bay (East Kalimantan), Indonesia","Kandla, India",Supramax,steam coal,bull,51893.75,37.89207540536232,1966361.8880670208,441733.5185327099,1524628.369534311,0.0,100000.0,-100000.0,1624628.369534311,SAIL,CONTRACT_013,SAIL,1624628.369534311,expected_value_milp
14,"East Kalimantan, Indonesia","Paradip, India",Supramax,thermal coal,bear,51893.75,11.519961385230022,597813.9961347805,324360.20148084464,273453.7946539358,0.0,100000.0,-100000.0,373453.7946539358,KILL,CONTRACT_014,KILL,0.0,expected_value_milp
14,"East Kalimantan, Indonesia","Paradip, India",Supramax,thermal coal,base,51893.75,15.0,778406.25,324360.20148084464,454046.04851915536,0.0,100000.0,-100000.0,554046.0485191554,KILL,CONTRACT_014,KILL,0.0,expected_value_milp
14,"East Kalimantan, Indonesia","Paradip, India",Supramax,thermal coal,bull,51893.75,21.44834456907301,1113035.0309813323,324360.20148084464,788674.8295004879,0.0,100000.0,-100000.0,888674.8295004879,KILL,CONTRACT_014,KILL,0.0,expected_value_milp
15,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,bear,69943.75,14.975949800799029,1047474.0888796372,605790.3531287188,441683.7357509183,0.0,100000.0,-100000.0,541683.7357509183,KILL,CONTRACT_015,KILL,0.0,expected_value_milp
15,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,base,69943.75,19.5,1363903.125,605790.3531287188,758112.7718712812,0.0,100000.0,-100000.0,858112.7718712812,KILL,CONTRACT_015,KILL,0.0,expected_value_milp
15,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,bull,69943.75,27.88284793979492,1950230.945589031,605790.3531287188,1344440.5924603124,0.0,100000.0,-100000.0,1444440.5924603124,KILL,CONTRACT_015,KILL,0.0,expected_value_milp
16,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,bear,157937.5,10.75196395954802,1698138.307861115,465615.2471076028,1232523.060753513,0.0,100000.0,-100000.0,1332523.060753513,SAIL,CONTRACT_016,SAIL,1332523.060753513,expected_value_milp
16,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,base,157937.5,14.0,2211125.0,465615.2471076028,1745509.752892397,0.0,100000.0,-100000.0,1845509.752892397,SAIL,CONTRACT_016,SAIL,1845509.752892397,expected_value_milp
16,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,bull,157937.5,20.01845493113481,3161664.725686104,465615.2471076028,2696049.4785785014,0.0,100000.0,-100000.0,2796049.4785785014,SAIL,CONTRACT_016,SAIL,2796049.4785785014,expected_value_milp
17,"Queensland, Australia","Haldia, India",Panamax,coking coal,bear,69943.75,15.59034774134463,1090447.3848336737,522407.5919034318,568039.7929302417,0.0,100000.0,-100000.0,668039.7929302417,SAIL,CONTRACT_017,SAIL,668039.7929302417,expected_value_milp
17,"Queensland, Australia","Haldia, India",Panamax,coking coal,base,69943.75,20.3,1419858.125,522407.5919034318,897450.5330965682,0.0,100000.0,-100000.0,997450.5330965682,SAIL,CONTRACT_017,SAIL,997450.5330965682,expected_value_milp
17,"Queensland, Australia","Haldia, India",Panamax,coking coal,bull,69943.75,29.026759650145475,2030240.4202798624,522407.5919034318,1507832.8283764308,0.0,100000.0,-100000.0,1607832.8283764308,SAIL,CONTRACT_017,SAIL,1607832.8283764308,expected_value_milp
18,"Richards Bay, South Africa","Haldia, India",Panamax,coking / thermal coal,bear,69943.75,9.83036704872962,687572.7352645823,522807.0979471695,164765.63731741282,0.0,100000.0,-100000.0,264765.6373174128,KILL,CONTRACT_018,KILL,0.0,expected_value_milp
18,"Richards Bay, South Africa","Haldia, India",Panamax,coking / thermal coal,base,69943.75,12.8,895280.0,522807.0979471695,372472.9020528305,0.0,100000.0,-100000.0,472472.9020528305,KILL,CONTRACT_018,KILL,0.0,expected_value_milp
18,"Richards Bay, South Africa","Haldia, India",Panamax,coking / thermal coal,bull,69943.75,18.302587365608968,1280151.595053312,522807.0979471695,757344.4971061426,0.0,100000.0,-100000.0,857344.4971061426,KILL,CONTRACT_018,KILL,0.0,expected_value_milp
19,"Richards Bay, South Africa","Kandla, India",Capesize,coal,bear,157937.5,13.401555078150926,2116608.105155462,443034.2231819321,1673573.8819735297,0.0,100000.0,-100000.0,1773573.8819735297,SAIL,CONTRACT_019,SAIL,1773573.8819735297,expected_value_milp
19,"Richards Bay, South Africa","Kandla, India",Capesize,coal,base,157937.5,17.45,2756009.375,443034.2231819321,2312975.151818068,0.0,100000.0,-100000.0,2412975.151818068,SAIL,CONTRACT_019,SAIL,2412975.151818068,expected_value_milp
19,"Richards Bay, South Africa","Kandla, India",Capesize,coal,bull,157937.5,24.9515741820216,3940789.247373036,443034.2231819321,3497755.024191104,0.0,100000.0,-100000.0,3597755.024191104,SAIL,CONTRACT_019,SAIL,3597755.024191104,expected_value_milp
20,East Coast Australia,East Coast India,Panamax,coal,bear,69943.75,13.593554434571423,950784.172983055,582171.8247438441,368612.3482392109,0.0,100000.0,-100000.0,468612.3482392109,KILL,CONTRACT_020,KILL,0.0,expected_value_milp
20,East Coast Australia,East Coast India,Panamax,coal,base,69943.75,17.7,1238004.375,582171.8247438441,655832.5502561559,0.0,100000.0,-100000.0,755832.5502561559,KILL,CONTRACT_020,KILL,0.0,expected_value_milp
20,East Coast Australia,East Coast India,Panamax,coal,bull,69943.75,25.30904659150615,1770209.6275346582,582171.8247438441,1188037.802790814,0.0,100000.0,-100000.0,1288037.802790814,KILL,CONTRACT_020,KILL,0.0,expected_value_milp
21,Indonesia,East Coast India,Panamax,coal,bear,69943.75,8.601571167638415,601626.1433565094,307000.4267910571,294625.7165654523,0.0,100000.0,-100000.0,394625.7165654523,KILL,CONTRACT_021,KILL,0.0,expected_value_milp
21,Indonesia,East Coast India,Panamax,coal,base,69943.75,11.2,783370.0,307000.4267910571,476369.5732089429,0.0,100000.0,-100000.0,576369.5732089429,KILL,CONTRACT_021,KILL,0.0,expected_value_milp
21,Indonesia,East Coast India,Panamax,coal,bull,69943.75,16.01476394490785,1120132.6456716482,307000.4267910571,813132.2188805911,0.0,100000.0,-100000.0,913132.2188805912,KILL,CONTRACT_021,KILL,0.0,expected_value_milp
22,Indonesia,West Coast India,Panamax,coal,bear,69943.75,9.86876692001372,690258.5662617096,442047.96952408215,248210.5967376274,0.0,100000.0,-100000.0,348210.5967376274,KILL,CONTRACT_022,KILL,0.0,expected_value_milp
22,Indonesia,West Coast India,Panamax,coal,base,69943.75,12.85,898777.1875,442047.96952408215,456729.21797591785,0.0,100000.0,-100000.0,556729.2179759179,KILL,CONTRACT_022,KILL,0.0,expected_value_milp
22,Indonesia,West Coast India,Panamax,coal,bull,69943.75,18.37408184750588,1285152.1872214894,442047.96952408215,843104.2176974072,0.0,100000.0,-100000.0,943104.2176974072,KILL,CONTRACT_022,KILL,0.0,expected_value_milp
23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,bear,157937.5,15.01434967208313,2371328.851334629,465615.2471076028,1905713.6042270265,0.0,100000.0,-100000.0,2005713.6042270265,SAIL,CONTRACT_023,SAIL,2005713.6042270265,expected_value_milp
23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,base,157937.5,19.55,3087678.125,465615.2471076028,2622062.8778923973,0.0,100000.0,-100000.0,2722062.8778923973,SAIL,CONTRACT_023,SAIL,2722062.8778923973,expected_value_milp
23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,bull,157937.5,27.954342421691823,4415038.956225952,465615.2471076028,3949423.7091183495,0.0,100000.0,-100000.0,4049423.7091183495,SAIL,CONTRACT_023,SAIL,4049423.7091183495,expected_value_milp
24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,bear,69943.75,34.06068582899677,2382332.0944518927,1040705.5642442276,1341626.5302076652,0.0,100000.0,-100000.0,1441626.5302076652,SAIL,CONTRACT_024,SAIL,1441626.5302076652,expected_value_milp
24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,base,69943.75,44.35,3102005.3125,1040705.5642442276,2061299.7482557725,0.0,100000.0,-100000.0,2161299.7482557725,SAIL,CONTRACT_024,SAIL,2161299.7482557725,expected_value_milp
24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,bull,69943.75,63.415605442559205,4435525.253173,1040705.5642442276,3394819.6889287727,0.0,100000.0,-100000.0,3494819.6889287727,SAIL,CONTRACT_024,SAIL,3494819.6889287727,expected_value_milp
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bear,69943.75,36.09587900705407,2524681.1372996382,541850.6263131252,1982830.510986513,0.0,100000.0,-100000.0,2082830.510986513,SAIL,CONTRACT_000,SAIL,2082830.510986513,robust_milp
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,base,69943.75,47.0,3287356.25,541850.6263131252,2745505.6236868748,0.0,100000.0,-100000.0,2845505.6236868748,SAIL,CONTRACT_000,SAIL,2845505.6236868748,robust_milp
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,67.20481298309544,4700556.638086381,541850.6263131252,4158706.011773256,0.0,100000.0,-100000.0,4258706.011773257,SAIL,CONTRACT_000,SAIL,4258706.011773257,robust_milp
1,"Richards Bay, South Africa","Navlakhi, India",Supramax,coal,bear,51893.75,14.86075018694673,771180.0550138669,443034.2231819321,328145.83183193475,0.0,100000.0,-100000.0,428145.8318319348,KILL,CONTRACT_001,KILL,0.0,robust_milp
1,"Richards Bay, South Africa","Navlakhi, India",Supramax,coal,base,51893.75,19.35,1004144.0625,443034.2231819321,561109.839318068,0.0,100000.0,-100000.0,661109.839318068,KILL,CONTRACT_001,KILL,0.0,robust_milp
1,"Richards Bay, South Africa","Navlakhi, India",Supramax,coal,bull,51893.75,27.668364494104186,1435815.1899659191,443034.2231819321,992780.966783987,0.0,100000.0,-100000.0,1092780.966783987,KILL,CONTRACT_001,KILL,0.0,robust_milp
2,"Hay Point, Australia","Paradip, India",Panamax,coking coal,bear,69943.75,10.59836447441162,741289.3552071278,539078.7679535353,202210.58725359244,0.0,100000.0,-100000.0,302210.58725359244,KILL,CONTRACT_002,KILL,0.0,robust_milp
2,"Hay Point, Australia","Paradip, India",Panamax,coking coal,base,69943.75,13.8,965223.75,539078.7679535353,426144.9820464647,0.0,100000.0,-100000.0,526144.9820464647,KILL,CONTRACT_002,KILL,0.0,robust_milp
2,"Hay Point, Australia","Paradip, India",Panamax,coking coal,bull,69943.75,19.73247700354717,1380163.4384168524,539078.7679535353,841084.6704633171,0.0,100000.0,-100000.0,941084.6704633172,KILL,CONTRACT_002,KILL,0.0,robust_milp
3,"East Kalimantan, Indonesia","Navlakhi, India",Supramax,coal,bear,51893.75,14.169552503832929,735311.2152457801,459407.7442138698,275903.4710319103,0.0,100000.0,-100000.0,375903.4710319103,KILL,CONTRACT_003,KILL,0.0,robust_milp
3,"East Kalimantan, Indonesia","Navlakhi, India",Supramax,coal,base,51893.75,18.45,957439.6875,459407.7442138698,498031.9432861302,0.0,100000.0,-100000.0,598031.9432861302,KILL,CONTRACT_003,KILL,0.0,robust_milp
3,"East Kalimantan, Indonesia","Navlakhi, India",Supramax,coal,bull,51893.75,26.3814638199598,1369033.088107039,459407.7442138698,909625.3438931692,0.0,100000.0,-100000.0,1009625.3438931692,KILL,CONTRACT_003,KILL,0.0,robust_milp
4,"Hay Point, Australia","Visakhapatnam, India",Panamax,metallurgical coal,bear,69943.75,17.894340018390636,1251597.24466131,541850.6263131252,709746.6183481847,0.0,100000.0,-100000.0,809746.6183481847,SAIL,CONTRACT_004,SAIL,809746.6183481847,robust_milp
4,"Hay Point, Australia","Visakhapatnam, India",Panamax,metallurgical coal,base,69943.75,23.3,1629689.375,541850.6263131252,1087838.7486868748,0.0,100000.0,-100000.0,1187838.7486868748,SAIL,CONTRACT_004,SAIL,1187838.7486868748,robust_milp
4,"Hay Point, Australia","Visakhapatnam, India",Panamax,metallurgical coal,bull,69943.75,33.31642856396007,2330275.950370482,541850.6263131252,1788425.324057357,0.0,100000.0,-100000.0,1888425.324057357,SAIL,CONTRACT_004,SAIL,1888425.324057357,robust_milp
5,"Hay Point, Australia","Paradip, India",Panamax,metallurgical coal,bear,69943.75,16.20474568189023,1133420.6807877098,539078.7679535353,594341.9128341745,0.0,100000.0,-100000.0,694341.9128341745,SAIL,CONTRACT_005,SAIL,694341.9128341745,robust_milp
5,"Hay Point, Australia","Paradip, India",Panamax,metallurgical coal,base,69943.75,21.1,1475813.125,539078.7679535353,936734.3570464648,0.0,100000.0,-100000.0,1036734.3570464648,SAIL,CONTRACT_005,SAIL,1036734.3570464648,robust_milp
5,"Hay Point, Australia","Paradip, India",Panamax,metallurgical coal,bull,69943.75,30.17067136049604,2110249.894970695,539078.7679535353,1571171.1270171597,0.0,100000.0,-100000.0,1671171.1270171597,SAIL,CONTRACT_005,SAIL,1671171.1270171597,robust_milp
6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,thermal coal,bear,69943.75,9.062369623047616,633856.1153220367,289917.92731015856,343938.1880118781,0.0,100000.0,-100000.0,443938.1880118781,KILL,CONTRACT_006,KILL,0.0,robust_milp
6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,thermal coal,base,69943.75,11.8,825336.25,289917.92731015856,535418.3226898415,0.0,100000.0,-100000.0,635418.3226898415,KILL,CONTRACT_006,KILL,0.0,robust_milp
6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,thermal coal,bull,69943.75,16.87269772767077,1180139.7516897724,289917.92731015856,890221.8243796139,0.0,100000.0,-100000.0,990221.824379614,KILL,CONTRACT_006,KILL,0.0,robust_milp
7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,bear,51893.75,12.326358682196124,639660.9758642152,324360.20148084464,315300.77438337053,0.0,100000.0,-100000.0,415300.7743833705,KILL,CONTRACT_007,KILL,0.0,robust_milp
7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,base,51893.75,16.05,832894.6875,324360.20148084464,508534.48601915536,0.0,100000.0,-100000.0,608534.4860191554,KILL,CONTRACT_007,KILL,0.0,robust_milp
7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,bull,51893.75,22.94972868890812,1190947.4831500258,324360.20148084464,866587.2816691812,0.0,100000.0,-100000.0,966587.2816691812,KILL,CONTRACT_007,KILL,0.0,robust_milp
8,"Banjarmasin (South Kalimantan), Indonesia","Dahej, India",Panamax,thermal coal,bear,69943.75,10.06076627643422,703687.721247346,393447.32289767335,310240.3983496727,0.0,100000.0,-100000.0,410240.3983496727,KILL,CONTRACT_008,KILL,0.0,robust_milp
8,"Banjarmasin (South Kalimantan), Indonesia","Dahej, India",Panamax,thermal coal,base,69943.75,13.1,916263.125,393447.32289767335,522815.80210232665,0.0,100000.0,-100000.0,622815.8021023266,KILL,CONTRACT_008,KILL,0.0,robust_milp
8,"Banjarmasin (South Kalimantan), Indonesia","Dahej, India",Panamax,thermal coal,bull,69943.75,18.731554256990428,1310155.1480623742,393447.32289767335,916707.8251647007,0.0,100000.0,-100000.0,1016707.8251647007,KILL,CONTRACT_008,KILL,0.0,robust_milp
9,"Richards Bay, South Africa","Paradip, India",Panamax,thermal coal,bear,69943.75,14.284752117685228,999129.1309313462,515950.780935484,483178.3499958622,0.0,100000.0,-100000.0,583178.3499958622,SAIL,CONTRACT_009,SAIL,583178.3499958622,robust_milp
9,"Richards Bay, South Africa","Paradip, India",Panamax,thermal coal,base,69943.75,18.6,1300953.75,515950.780935484,785002.969064516,0.0,100000.0,-100000.0,885002.969064516,SAIL,CONTRACT_009,SAIL,885002.969064516,robust_milp
9,"Richards Bay, South Africa","Paradip, India",Panamax,thermal coal,bull,69943.75,26.595947265650533,1860220.2865618444,515950.780935484,1344269.5056263604,0.0,100000.0,-100000.0,1444269.5056263604,SAIL,CONTRACT_009,SAIL,1444269.5056263604,robust_milp
10,Indonesia,"Paradip, India",Supramax,thermal coal,bear,51893.75,16.35834516702663,848895.8745113882,307000.4267910571,541895.4477203311,0.0,100000.0,-100000.0,641895.4477203311,SAIL,CONTRACT_010,SAIL,641895.4477203311,robust_milp
10,Indonesia,"Paradip, India",Supramax,thermal coal,base,51893.75,21.3,1105336.875,307000.4267910571,798336.4482089429,0.0,100000.0,-100000.0,898336.4482089429,SAIL,CONTRACT_010,SAIL,898336.4482089429,robust_milp
10,Indonesia,"Paradip, India",Supramax,thermal coal,bull,51893.75,30.456649288083675,1580509.743993492,307000.4267910571,1273509.3172024349,0.0,100000.0,-100000.0,1373509.3172024349,SAIL,CONTRACT_010,SAIL,1373509.3172024349,robust_milp
11,"Hay Point, Australia","Visakhapatnam, India",Panamax,coal,bear,69943.75,21.388728305243745,1496007.8653998922,541850.6263131252,954157.239086767,0.0,100000.0,-100000.0,1054157.239086767,SAIL,CONTRACT_011,SAIL,1054157.239086767,robust_milp
11,"Hay Point, Australia","Visakhapatnam, India",Panamax,coal,base,69943.75,27.85,1947933.4375,541850.6263131252,1406082.8111868748,0.0,100000.0,-100000.0,1506082.8111868748,SAIL,CONTRACT_011,SAIL,1506082.8111868748,robust_milp
