report_date,target_5tc,source,source_sentence
2019-07-29,27145.0,https://www.drycargomag.com/dry-bulk-week-30-the-baltic-briefing,"tic Briefing About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 30: The Baltic Briefing 29 July 2019 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The market was a white knuckled ride this past week as a large downside movement shed value quickly leaving many in bewilderment. The 5TC opened the week at $32,765 and closed on Friday at $27,145. It became apparent on Monday that the market was sliding. Tuesday brought about a modest decline on all routes before the storm clouds gathered. Wednesday it dropped throughout the day, with most activity centred on C3 and C5 routes. Thursday erosion continued on all routes, but by the end of the trading day a floor had been found to close the week with a small rebound. The West Australia to China rollercoaster opened the week at $10.90, rising quickly to $11.145, then plummeted to $9.336 to close out the week at $9.77. The Brazil to China C3 big dipper opened the week at $27.518, reached a low of $22.614, before closing out at $23.145. Rate levels are still considered high for recent times while the nerves of a few are surely being tested. Panamax There was a change in sentiment last week, with rates coming under pressure and owners struggling to maintain last done levels. It was expected after a prolonged period of gains, although whether it is a genuine change in market direction, or a short term correction, is still a matter for discussion. The fundamentals in the North Atlantic remain unchanged, so only early ships, "
2019-08-05,25749.0,https://www.drycargomag.com/dry-bulk-week-31-the-baltic-briefing,"Dry Bulk Week 31: The Baltic Briefing About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 31: The Baltic Briefing 05 August 2019 Dry Bulk | Trade & Commodities | Shipping & Transport Dry Bulk Report – Week 31 Capesize Having hit a high of $32,963 early last week, the Capesize 5TC now stands at $25,749. This is over 20% of its value lost in 10 days. Currently the market is at a bit of a standoff, with a wide bid/offer spread. For the West Australia to China, route the rate seems to be hovering around $9.50 level and for Brazil loading region $22.00 level. A Point Lisas to Yantai cargo was covered at $27.00 basis loading end August. Less timecharters have been fixed, with the most recent being the ‘Dione’ (180,132dwt, 2009 build) open Dangjin 6 August at $22,500, for an Australian round voyage, with Panocean. The vessel fixed and failed at a higher level earlier in the week. ArcelorMittal fixed a 2009 built 169,000dwt vessel for their PDM to Fos, mid-August cargo, at $10.50. Panamax Throughout last week there was a constant slide in rates and confidence, with much of the recent gains being eroded. The index for transatlantic rounds dropped by almost $4,000 daily, the fronthaul index by $3,335, and the Pacific round by just over $2,500. Towards the end of the week several brokers commented on the North Continent again being very tight for tonnage, with better numbers beginning to be discussed. However this was the only fleeting bright spot all week. The East "
2019-08-12,24022.0,https://www.drycargomag.com/dry-bulk-week-32-the-baltic-briefing,"Dry Bulk Week 32: The Baltic Briefing 12 August 2019 Dry Bulk | Shipping & Transport Weekly Dry Bulk Report; Capesize With typhoon Lekima gathering pace, numerous China ports were closed by the end of the week and will likely be for two to three days. In addition to this, the national holiday in Singapore gave a weaker trend to the rates, which all lost value during most of the week before bouncing back up a bit on Friday. By week’s end, the West Australia to China route was being rated around the $9.25 level, as rumours flowed this level had been fixed for end August dates. Brazil to China was hovering around low to mid $21’s after Vale had taken a number of vessels at this level. The Cape 5TC was published at $24,022. With a further holiday in Singapore on Monday it remains to be seen where the levels go. Panamax The beginning of last week saw rates continuing to slide everywhere. However, sentiment soon turned, driven by the limited available tonnage on the North Continent, as many Charterers scrambled to find suitable cover. The transatlantic index rose by almost $2,000, although many felt the reality was much higher. Rates for shorter mineral trips traded at around $20,000 on Panamax and $22,500 on Kamsarmaxes. South American grain activity also increased, with owners able to increase offers due to renewed optimism. A Kamsarmax reported fixed at the end of the week at $17,700 plus $770,000 ballast bonus for end August dates. With sentiment driving the FFA market higher, the East also benefitted. Despite the North Pacific remaining fairly quiet, mineral trades from Indonesia and Australia were again the driving force, combined with the option of longer round voyages via South America. Supramax/Ultramax As the week progressed, sentiment across both Basins rose positively on the back of stronger demand and tighter tonnage availability. Limited period activity surfaced,"
2019-08-19,29624.0,https://www.drycargomag.com/dry-bulk-week-33-the-baltic-briefing,"The Capesize 5TC opened the week at $24,022 to close at $29,624."
2019-08-27,30437.0,https://www.drycargomag.com/dry-bulk-week-34-the-baltic-briefing,"The Capesize 5TC routes opened the week at $29,624, dropped down to $28,431, before closing the week out at $30,437."
2019-09-02,34583.0,https://www.drycargomag.com/dry-bulk-week-35-the-baltic-briefing,"Dry Bulk Week 35: The Baltic Briefing About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 35: The Baltic Briefing 02 September 2019 Dry Bulk | Trade & Commodities | Shipping & Transport Bulk report – Week 35 Capesize The market continued to firm all week, with the 5TC closing on Friday at $34,583, up $4,146 for the week."
2019-09-09,37921.0,https://www.drycargomag.com/dry-bulk-week-36-the-baltic-briefing,"Dry Bulk Week 36: The Baltic Briefing About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 36: The Baltic Briefing 09 September 2019 Dry Bulk | Shipping & Transport Bulk Report – Week 36 Capesize The market reached new heights this week as the 5TC topped $38,014, a level not seen in the sector since 2013. Fridays 5TC closed down $732 to settle at $37,921. While this week’s surge in rates was driven by a tightening of tonnage that is able to arrive within September, a wider sector story is emerging of vessel delays being caused by docking issues. The upcoming IMO regulations, which will apply from 1 January 2020, have vessels preparing tanks to receive cleaner fuels while others are installing scrubber units to process high sulphur fuel on the go. These unusual dockings are causing delays and disruptions to tonnage flows, which is further aggravating a tight tonnage situation in parts of the market. The Pacific Basin this week experienced a surge early on due to sentiment from the West, but was otherwise relatively steady, while not particularly busy. The C5 opened the week at $10.359 to close Friday at $11.214. The Brazil to China market opened the week at $28.118, reached a high of $29.10, before closing the week out at $27.955. Panamax It was a largely uneventful week, with the indices drifting lower, albeit without much conviction. Sources said owners with prompt tonnage on the Continent had to reduce their ideas to find"
2019-09-23,31470.0,https://www.drycargomag.com/dry-bulk-week-38-the-baltic-briefing,"upward trending range. While the market traded sideways at the beginning of this past week, it was unable to build any upward momentum and broke to the downside midweek. Brazil to China C3 opened the week at $25.89 to close out Friday at $23.705, while West Australia to China C5 opened at $10.923 to close at $9.145. Trade activity was moderate throughout the week in the Atlantic, while quieter in the Pacific. Bunker pricing for traders was a wild ride this week as fuel markets absorbed possible scenarios of war risk footing in the Persian Gulf. Prices lifted drastically leaving many to back off trades and wait for the situation to calm. Rates did reduce but are still at elevated levels. The 5TC opened the week at $33,996 to close at $31,470. While there was some talk of a floor being reached, Fridays drop of -$1301 momentum looks still to the downside. Panamax The week began with small increases in the Atlantic indices, but this was soon reversed, and the losses accelerated as the week wore on. There was healthy fixing volume for both transatlantic and fronthaul trips, but the earlier tonnage was forced to reduce their offers to find cover. Brokers felt October positions looked more balanced. The Pacific drifted lower all week, with vessels in the North forced to ballast South. The South American market was not providing its normal support, with charterers concentrating on taking tonnage delivery Arrival Pilot Station (APS) below last done levels. There was hope of a possible surge in fixing this week, prior to Golden Week, but this was the only positive from the week. Very little period trading was reported, although a modern Panamax did fix for a year at $12,500 basis delivery prompt in Japan. Supramax/Ultramax A mixed week overall for the Baltic Supramax Index (BSI), which started in negative mode but as the week closed the trend slowed. Limited period activity was re"
2019-10-07,23675.0,https://www.drycargomag.com/dry-bulk-week-40-the-baltic-briefing,"The Capesize 5TC opened the week at $24,916, reached a low of $23,425 Thursday, before closing up Friday +$250 to settle at $23,675."
2019-10-21,25117.0,https://www.drycargomag.com/dry-bulk-week-42-the-baltic-briefing,"Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 42: The Baltic Briefing 21 October 2019 Dry Bulk | Shipping & Transport Bulk report – Week 42 Capesize The market traded in a relatively stable supported manner in the Pacific this week while the Atlantic experienced weakening turbulence. Fixture activity was strong in both basins with trade executed generally on a voyage priced basis. The 5TC opened the week at $26,382 before closing on a slightly down note Friday at $25,117. The Brazil to China C3 was the big mover this past week opening at $23.782 to close down at $20.945. The Pacific C5 market continued to trade in a limited range opening at $9.227 to end out the week on a positive at $9.114. Discussions continue to be heard regarding vessels cleaning fuel tanks in preparation for IMO 2020. Vessels going out on timecharter are needing to consider what fuel the vessel is being returned with, whilst ideally having a good indication of where that will be for bunkering considerations. Some have been heard to give favorable prices for bunkers on delivery to entice trade. While traders are well versed in bunker planning, the IMO’s hard deadline is problematic for the inherent variability of shipping schedules. The added complexity will surely turn up more issues over the coming months. Panamax The positive trend from last week did not continue, with both basins showing signs of softening since Tuesday. Despite east coast South America market, limited activity was reported from the rest of Atlantic with some principal accounts using their own tonnage for loading their own "
2019-11-25,18930.0,https://www.drycargomag.com/dry-bulk-week-47-the-baltic-briefing,"Dry Bulk Week 47: The Baltic Briefing About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 47: The Baltic Briefing 25 November 2019 Dry Bulk Bulk report – Week 47 Capesize After a week of value being eroded on the Capesize market, Friday brought improved sentiment across most of the routes. The 5TC average opened the week at $20,970 and closed out Friday up $580 to settle at $18,930, illustrating clearly the deteriorating condition of the market. While the Pacific Basin maintained its usual constant flow, improved sentiment built in the Atlantic Basin. Bids were heard to be firmly up across all routes. The Brazil to China C3 route opened the week at $19.04, reaching a midweek low of $18.225. However, with Fridays jump of 72.5 cents, the route settled at almost parity at $19.03 pushing into the weekend. While this current lift is encouraging for a possible last market push before the end of the year, trade activity overall hasn’t been reassuring. But as eyes drift to the New Year, and improved clarity post IMO changes, traders are sure to have plans in mind which will hopefully bring improved activity. Panamax It was a somewhat mixed bag in the market this week, despite very few pockets of resistance and a hefty softening of rates throughout the week. In the Atlantic, aside from the North Continent/Baltic trades which held steady, the longer fronthaul trips from the US Gulf and East Coat South America (ECSA) came under severe pressure. A 76,000dwt ship was fixed at $9,500 fro"
2019-12-02,23865.0,https://www.drycargomag.com/dry-bulk-week-48-the-baltic-brefing,"ine Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 48: The Baltic Brefing 02 December 2019 Dry Bulk | Trade & Commodities | Shipping & Transport Bulk report – Week 48 Capesize The market has been well supported over the past week, led primarily by the Atlantic Basin. After bottoming last week, sentiment was seen to improve strongly, with both paper and physical traders buying into the rally. Opening the week at $18,930 on the Capesize 5TC, it has now lifted to $23,865. Traders had been eyeing up the second half of December, loading windows out of Brazil in recent weeks citing likely tonnage tightness. They weren’t disappointed as C3 was seen to open the week at $19.030, to end the week at $22.375. Furthermore, into the North Atlantic a flurry of fronthaul business, now beginning to incorporate ice zone premiums, have kept the basin under tonnage supply pressure heading into the final month of the year. The Pacific Basin struggled to counter the improved sentiment and was seen to lift early in the week past mid $9’s on C5 with a very healthy flow of fixtures being heard. C5 closed out the week at $9.95 with talk of $10.00 being concluded. Panamax There were significant gains this week, the Atlantic leading the charge, with the Skaw to Gibraltar Transatlantic round-trip route P1A_82, gaining more than $2,500 in value on the week. Stronger levels were concluded on the Baltic trades, with an 80,000dwt ship achieving $13,500 for a trip Skaw-Gibraltar. On the longer Transatlantic trips, an 82,000dwt vessel agreed $10,500 delivery. The East Coast South America (ECSA) grain front haul activity saw healthy volumes of fixing"
2019-12-09,23704.0,https://www.drycargomag.com/dry-bulk-week-49-the-baltic-briefing,"The Capesize 5TC closed the week down -$525 to settle at $23,704."
2019-12-16,18002.0,https://www.drycargomag.com/dry-bulk-week-50-the-baltic-briefing,"The Baltic Briefing About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 50: The Baltic Briefing 16 December 2019 Dry Bulk Capesize It was one-way traffic for the Capesize market this past week, with all routes giving up value. While downward momentum may have slowed a touch by Friday, the Capesize 5TC took a trouncing, losing $5,702 to settle at an almost six-month low of $18,002. Fixing activity was solid throughout the week, especially in the Pacific as charterers took advantage of owners scrambling to fix. Some suggest this new level could bring about an increase in enquiry, as trading activity is currently thought to be healthy overall, albeit in a declining market. With the strength of the Pacific in recent weeks, imbalances in tonnage supply to the West are already being mentioned. Vessels are continuing to be heard fixing for cargoes out of Eastern Canada on fronthaul, but the tonnage in the Atlantic looks to be tightening. The Brazil to China C3 opened the week at $21.615 to close Friday at $18.96. The C5 opened at $10.295 to end the week down at $8.364. Panamax The firmer market continued this week, with indices rising. In the Atlantic to East Coast South America (ECSA), grain cargoes continued to push the market. Rates increased slightly on the week, with the high being $15,000 plus $500,000 ballast bonus paid for an 82,000dwt ship. Activity picked up this week around the US Gulf and coupled with an effervescent Baltic market, rates in the North Atlantic saw significa"
2020-01-06,10825.0,https://www.drycargomag.com/dry-bulk-week-1,"minals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 1 06 January 2020 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The New Year started with an erosion on pre-Christmas rates as the higher low sulphur fuel costs due to IMO 2020 affected levels. From Brazil the route is now assessed at close to $18.50, whilst from West Australia, several vessels were fixed at various levels which eventually settled at over 50 cents less to just under $7. With vessels having differing bunkering strategies, it will be a few days for TC levels to become more visible, but they too lost value. A Pacific round voyage at week’s end was assessed at $6,200 and the 5TC average at $10,825 which, on 24 December 2019, were at $11,525 and $14,337 respectively. There was talk of a vessel fixing for Bolivar/Rotterdam plus an option for Turkey loading end January, but full details have not been disclosed. Some are suggesting tonnage availability might be tightening there. Panamax As the new calendar year begun and bunker fuel legislation came into effect, rates remained severely under pressure in most areas. The new larger 82,500dwt vessel is now the benchmark BPI vessel. With talk of an ever-growing tonnage list in the Pacific, charterers are now generally bidding tonnage basis delivery Arrival Pilot Station (APS), plus a ballast bonus as opposed to Dropping Outward Pilot (DOP). Consequently, owners are now faced with difficult decisions to make. In the Atlantic a couple of 82,000dwt vessels achieved $14,250 plus $425,000 ballast bonus basis delivery East Coast South America for grain trips to Southeast Asia, with the low being an 81,000dwt ship agreeing $13,000 plus $315,000 ballast bonus for a similar trip. Earlier in the week a 75,000dwt vessel achieved $13,000 for a Baltic round trip back to the continent. In Asia, an 81,000dwt ship agreed $7,000 "
2020-01-13,9438.0,https://www.drycargomag.com/dry-bulk-week-2,"Opening the week at $10,825, the Capesize 5TC fell away to $9,020, before staging a small rally to close Friday at $9,438."
2020-01-20,8352.0,https://www.drycargomag.com/dry-bulk-week-3,"While the Capesize 5TC still softened marginally, opening the week at $9,438 and closing it at $8,352, market fundamentals appear to have stabilised with a dismal floor for owners in the Pacific and a tight tonnage situation in the Atlantic commanding a premium."
2020-01-27,4772.0,https://www.drycargomag.com/dry-bulk-week-4,"Dry Bulk: Week 4 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 4 27 January 2020 Dry Bulk | Trade & Commodities | Shipping & Transport Bulk report – Week 4 Capesize The market endured heavy losses throughout the past week, with the Capesize 5TC dropping from $8,352 to $4,772. In the lead up to Chinese New Year it became quickly evident positions had been managed the week before leaving only minimal loose ends to be tied up. Activity levels were never going to be anywhere near enough to counter an over-tonnaged Asia region. The Atlantic fared the worst of the two basins, dropping from $14,440 to $8,475 as what few vessels available were more than enough for the minimal cargoes available. With options dwindling, Brazil to China cargoes were seen to be fixed at bargain basement prices, as ballaster vessels looked to avoid being stranded in no-mans’ land. C3 opened the week at $17.85 to close at $15.917. Most major charterers on the West Australia to China C5 were absent this week, except for Rio Tinto, who manged to lower the last done seemingly at will. The C5 opened the week at $6.832 to close out at $6.155. Panamax Rates continued to slide all week with hopes of the market finding a bottom, but some very low trades were still witnessed. The Pacific began the week relatively active, but as Asian holidays approached, the market slowed significantly towards the weekend. Aside from East Coast South American trade, the Atlant"
2020-02-17,2445.0,https://www.drycargomag.com/dry-bulk-week-7,"The Capesize 5TC opened the week at $2,660 to close out at $2,445."
2020-02-24,2787.0,https://www.drycargomag.com/dry-bulk-week-8,"The Capesize 5TC opened the week at $2,445 to close out the week at $2,787."
