report_date,target_5tc,status,evidence,source,has_5tc,has_capesize,has_bci,has_ultramax,has_supramax,semantic_category,capesize_5tc_usd_per_day,c5_usd_per_mt,validation_score,validation_status,validation_reason,validated_source,source_context,evidence_text,mentions_5tc,mentions_capesize,mentions_bci,mentions_ultramax,mentions_supramax,has_direct_5tc_signal,promotion_candidate,extracted_source_value,value_matches_target,revalidation_status,target_value_present_in_evidence,has_5tc_semantic,has_capesize_semantic,has_bci_semantic,has_wrong_segment_semantic,corrected_validation_status,corrected_target_tier,target_date,target_next_5tc,days_to_target,tc_lag_1,tc_lag_2,tc_lag_3,tc_lag_4,tc_mean_4,tc_std_4
2019-11-25,18930.0,GOOD_EXPLICIT,"The 5TC average opened the week at $20,970 and closed out Friday up $580 to settle at $18,930, illustrating clearly the deteriorating condition of the market.",https://www.drycargomag.com/dry-bulk-week-47-the-baltic-briefing,True,False,False,False,False,B_5TC_NO_CLEAR_SEGMENT,,,,,,,,,,,,,,,,20970.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,False,False,False,CORRECTED_REVALIDATED_5TC_ONLY,B_REVALIDATED,2019-12-02,23865.0,7.0,25117.0,23675.0,31470.0,37921.0,29545.75,6530.1118609612395
2019-12-02,23865.0,REVIEW_NO_DIRECT_EVIDENCE,"Opening the week at $18,930 on the Capesize 5TC, it has now lifted to $23,865.",https://www.drycargomag.com/dry-bulk-week-48-the-baltic-brefing,,,,,,,23865.0,9.95,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-48-the-baltic-brefing,,"Opening the week at $18,930 on the Capesize 5TC, it has now lifted to $23,865.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,23865.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2019-12-09,23704.0,7.0,18930.0,25117.0,23675.0,31470.0,24798.0,5174.03446709303
2019-12-09,23704.0,GOOD_EXPLICIT,"The Capesize 5TC closed the week down -$525 to settle at $23,704.",https://www.drycargomag.com/dry-bulk-week-49-the-baltic-briefing,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,525.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2019-12-16,18002.0,7.0,23865.0,18930.0,25117.0,23675.0,22896.75,2720.771750196377
2020-01-06,10825.0,GOOD_EXPLICIT,"A Pacific round voyage at week’s end was assessed at $6,200 and the 5TC average at $10,825 which, on 24 December 2019, were at $11,525 and $14,337 respectively.",https://www.drycargomag.com/dry-bulk-week-1,True,False,False,False,False,B_5TC_NO_CLEAR_SEGMENT,,,,,,,,,,,,,,,,10825.0,True,REVALIDATED_5TC_ONLY,True,True,False,False,False,CORRECTED_REVALIDATED_5TC_ONLY,B_REVALIDATED,2020-01-13,9438.0,7.0,18002.0,23704.0,23865.0,18930.0,21125.25,3094.618702953024
2020-01-13,9438.0,GOOD_EXPLICIT,"Opening the week at $10,825, the Capesize 5TC fell away to $9,020, before staging a small rally to close Friday at $9,438.",https://www.drycargomag.com/dry-bulk-week-2,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,9020.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2020-01-20,8352.0,7.0,10825.0,18002.0,23704.0,23865.0,19099.0,6153.136490170412
2020-01-20,8352.0,REVIEW_NO_DIRECT_EVIDENCE,"While the Capesize 5TC still softened marginally, opening the week at $9,438 and closing it at $8,352, market fundamentals appear to have stabilised with a dismal floor for owners in the Pacific and a tight tonnage situation in the Atlantic commanding a premium.",https://www.drycargomag.com/dry-bulk-week-3,,,,,,,9438.0,6.832,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-3,,"While the Capesize 5TC still softened marginally, opening the week at $9,438 and closing it at $8,352, market fundamentals appear to have stabilised with a dismal floor for owners in the Pacific and a tight tonnage situation in the Atlantic commanding a premium.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,9438.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2020-01-27,4772.0,7.0,9438.0,10825.0,18002.0,23704.0,15492.25,6637.490709346917
2020-02-17,2445.0,GOOD_EXPLICIT,"The Capesize 5TC opened the week at $2,660 to close out at $2,445.",https://www.drycargomag.com/dry-bulk-week-7,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,2660.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2020-02-24,2787.0,7.0,4772.0,8352.0,9438.0,10825.0,8346.75,2589.1707005654634
2020-02-24,2787.0,GOOD_EXPLICIT,"The Capesize 5TC opened the week at $2,445 to close out the week at $2,787.",https://www.drycargomag.com/dry-bulk-week-8,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,2445.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2020-03-02,2274.0,7.0,2445.0,4772.0,8352.0,9438.0,6251.75,3227.188908322534
2020-03-02,2274.0,REVIEW_NO_DIRECT_EVIDENCE,"The Capesize 5TC, now $2,274, has remained below $3,000 for three weeks straight, whilst market conditions seemingly continue to deteriorate.",https://www.drycargomag.com/dry-bulk-week-9,,,,,,,2274.0,5.99,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-9,,"The Capesize 5TC, now $2,274, has remained below $3,000 for three weeks straight, whilst market conditions seemingly continue to deteriorate.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,2274.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2020-03-09,2542.0,7.0,2787.0,2445.0,4772.0,8352.0,4589.0,2710.3258106729513
2020-03-09,2542.0,GOOD_EXPLICIT,"The Capesize 5TC market closed out the week at $2,542.",https://www.drycargomag.com/dry-bulk-week-10,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,2542.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2020-03-16,2797.0,7.0,2274.0,2787.0,2445.0,4772.0,3069.5,1154.864061264351
2020-03-16,2797.0,GOOD_EXPLICIT,"The Capesize 5TC opened the week at $2,542 to close at $2,797.",https://www.drycargomag.com/dry-bulk-week-11,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,2542.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2020-03-23,4067.0,7.0,2542.0,2274.0,2787.0,2445.0,2512.0,214.2101771625021
2020-03-23,4067.0,GOOD_EXPLICIT,"With the market in a constant state of flux on a seemingly endless news cycle, increasing restrictions and disruptions, the Cape 5TC managed a lift out of its recent range to settle the week at $4,067, a lift of +$1,270 for the week.",https://www.drycargomag.com/dry-bulk-week-12,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,4067.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2020-03-30,3675.0,7.0,2797.0,2542.0,2274.0,2787.0,2600.0,247.26369190264035
2020-03-30,3675.0,GOOD_EXPLICIT,"The Cape 5TC closed out the week at $3,675, down -392.",https://www.drycargomag.com/dry-bulk-week-13,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,3675.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2020-04-06,5949.0,7.0,4067.0,2797.0,2542.0,2274.0,2920.0,793.9223303741098
2020-04-20,9875.0,GOOD_EXPLICIT,"The Capesize 5TC opened the shortened week at $6,762 to close out at $9,875.",https://www.drycargomag.com/dry-bulk-week-16,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,6762.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2020-04-27,8381.0,7.0,5949.0,3675.0,4067.0,2797.0,4122.0,1328.7071410460082
2020-06-08,7307.0,REVIEW_NO_DIRECT_EVIDENCE,"At a paltry $3369 from the beginning of the week, the Capesize 5TC has lifted to $7307 with momentum continuing to build.",https://www.drycargomag.com/dry-bulk-week-23,,,,,,,7307.0,4.123,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-23,,"At a paltry $3369 from the beginning of the week, the Capesize 5TC has lifted to $7307 with momentum continuing to build.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,7307.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2020-06-15,12410.0,7.0,8381.0,9875.0,5949.0,3675.0,6970.0,2728.2113798848727
2021-01-11,16633.0,GOOD_EXPLICIT,"The Capesize 5TC ended 2020 at $16,633 and now closes out its opening week of 2021 at a resounding $21,131.",https://www.drycargomag.com/dry-bulk-week-1-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,16633.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2021-01-18,23989.0,7.0,12712.0,14421.0,19952.0,30000.0,19271.25,7791.409430691385
2021-02-15,10304.0,GOOD_EXPLICIT,"The Capesize 5TC registered a token drop of eight to settle at $10,304 as minimal trading was heard.",https://www.drycargomag.com/dry-bulk-week-6-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,10304.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2021-02-22,14224.0,7.0,15675.0,23989.0,16633.0,12712.0,17252.25,4791.271882287623
2021-02-22,14224.0,GOOD_EXPLICIT,"From last Friday at $10,304, the Capesize 5TC reached a high on Wednesday of $15,856 before retreating to close the week out at $14,224.",https://www.drycargomag.com/dry-bulk-week-7-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,15856.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2021-03-01,11934.0,7.0,10304.0,15675.0,23989.0,16633.0,16650.25,5629.788354518014
2021-03-01,11934.0,GOOD_EXPLICIT,"Dry Bulk: Week 8 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 8 01 March 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The market took on a mild downward slide during this week with the 5TC opening at $14,224 to close out at $11,934.",https://www.drycargomag.com/dry-bulk-week-8-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,14224.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2021-03-08,14794.0,7.0,14224.0,10304.0,15675.0,23989.0,16048.0,5759.604210939034
2021-03-08,14794.0,GOOD_EXPLICIT,"Gaining $920 on the last trading day of the week the Capesize 5TC settled at $14,794, which reflected the solid trading activity.",https://www.drycargomag.com/dry-bulk-week-9-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,14794.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2021-03-15,16741.0,7.0,11934.0,14224.0,10304.0,15675.0,13034.25,2384.2455655126314
2021-03-15,16741.0,REVIEW_NO_DIRECT_EVIDENCE,"The Capesize 5TC opened the week at $14,794 to move quickly up to $17,889 at midweek before tailing off towards the weekend at $16,741.",https://www.drycargomag.com/dry-bulk-week-10-2021,,,,,,,14794.0,9.623,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-10-2021,,"The Capesize 5TC opened the week at $14,794 to move quickly up to $17,889 at midweek before tailing off towards the weekend at $16,741.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,14794.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2021-03-22,19437.0,7.0,14794.0,11934.0,14224.0,10304.0,12814.0,2080.3044648960995
2021-03-22,19437.0,GOOD_EXPLICIT,"Dry Bulk: Week 11 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 11 22 March 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize A steady build for the Capesize market saw the 5TC lift $2,696 to settle the week at $19,437.",https://www.drycargomag.com/dry-bulk-week-11-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,19437.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2021-03-29,19014.0,7.0,16741.0,14794.0,11934.0,14224.0,14423.25,1978.6768937853349
2021-05-10,41514.0,REVIEW_NO_DIRECT_EVIDENCE,"The 5TC opened the week at $40,608, peaked at $44,817 mid-week before finally retracing to take a breather at $41,514.",https://www.drycargomag.com/dry-bulk-week-18-2021,,,,,,,40608.0,14.427,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-18-2021,,"The 5TC opened the week at $40,608, peaked at $44,817 mid-week before finally retracing to take a breather at $41,514.",True,False,False,False,False,False,POTENTIAL_TIER_B_REVIEW,40608.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,False,False,False,CORRECTED_REVALIDATED_5TC_ONLY,B_REVALIDATED,2021-05-17,34542.0,7.0,34762.0,23911.0,19014.0,19437.0,24281.0,7330.163390630069
2021-06-07,20933.0,GOOD_EXPLICIT,"Dry Bulk: Week 22 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 22 07 June 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market found little to support levels this week as a steady slide in rates saw the 5TC drop $4,681 over the week to settle at $20,933.",https://www.drycargomag.com/dry-bulk-week-22-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,20933.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2021-06-14,27752.0,7.0,34542.0,41514.0,34762.0,23911.0,33682.25,7273.666309594723
2021-07-19,28572.0,GOOD_EXPLICIT,"Dry Bulk: Week 28 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 28 19 July 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market endured a week of eroding value across all regions as the 5TC lowered $2,430 week on week to settle at $28,572.",https://www.drycargomag.com/dry-bulk-week-28-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,28572.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2021-07-26,32469.0,7.0,29106.0,27752.0,20933.0,34542.0,28083.25,5597.537278422836
2021-07-26,32469.0,GOOD_EXPLICIT,"Dry Bulk: Week 29 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 29 26 July 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The market drifted sideways lacking a strong directional lead most of the week, with gains towards the end the 5TC average settling at $32,469 to close the week, up almost $4,000.",https://www.drycargomag.com/dry-bulk-week-29-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,32469.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2021-08-02,35713.0,7.0,28572.0,29106.0,27752.0,20933.0,26590.75,3812.7186603961914
