report_date,target_5tc,status,evidence,source,has_5tc,has_capesize,has_bci,has_ultramax,has_supramax,semantic_category,capesize_5tc_usd_per_day,c5_usd_per_mt,validation_score,validation_status,validation_reason,validated_source,source_context,evidence_text,mentions_5tc,mentions_capesize,mentions_bci,mentions_ultramax,mentions_supramax,has_direct_5tc_signal,promotion_candidate,extracted_source_value,value_matches_target,revalidation_status,target_tier
2020-03-09,2542.0,GOOD_EXPLICIT,"The Capesize 5TC market closed out the week at $2,542.",https://www.drycargomag.com/dry-bulk-week-10,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,2542.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2020-03-23,4067.0,GOOD_EXPLICIT,"With the market in a constant state of flux on a seemingly endless news cycle, increasing restrictions and disruptions, the Cape 5TC managed a lift out of its recent range to settle the week at $4,067, a lift of +$1,270 for the week.",https://www.drycargomag.com/dry-bulk-week-12,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,4067.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2020-03-30,3675.0,GOOD_EXPLICIT,"The Cape 5TC closed out the week at $3,675, down -392.",https://www.drycargomag.com/dry-bulk-week-13,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,3675.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2020-04-06,5949.0,REVIEW_NO_DIRECT_EVIDENCE,"The market remains a touch above OPEX levels, with the Cape 5TC closing the week at $5,949.",https://www.drycargomag.com/dry-bulk-week-14,,,,,,,5949.0,4.223,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-14,,"The market remains a touch above OPEX levels, with the Cape 5TC closing the week at $5,949.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,5949.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2020-06-08,7307.0,REVIEW_NO_DIRECT_EVIDENCE,"At a paltry $3369 from the beginning of the week, the Capesize 5TC has lifted to $7307 with momentum continuing to build.",https://www.drycargomag.com/dry-bulk-week-23,,,,,,,7307.0,4.123,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-23,,"At a paltry $3369 from the beginning of the week, the Capesize 5TC has lifted to $7307 with momentum continuing to build.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,7307.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2020-06-15,12410.0,REVIEW_NO_DIRECT_EVIDENCE,"Earnings have lifted from sub operating cost levels under two weeks ago, to now having surged up to have the Capesize 5TC settling at $12,410.",https://www.drycargomag.com/dry-bulk-week-24,,,,,,,12410.0,5.473,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-24,,"Earnings have lifted from sub operating cost levels under two weeks ago, to now having surged up to have the Capesize 5TC settling at $12,410.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,12410.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2020-06-29,29641.0,REVIEW_LEVEL,"From persistent lows earlier caused by a barrage of negative factors, the capesize 5TC market has outperformed in spectacular fashion to now reside at $29641.",https://www.drycargomag.com/dry-bulk-week-26,,,,,,,29641.0,9.723,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-26,,"From persistent lows earlier caused by a barrage of negative factors, the capesize 5TC market has outperformed in spectacular fashion to now reside at $29641.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,29641.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2020-10-05,30000.0,REVIEW_LEVEL,"Dry Bulk: Week 40 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 40 05 October 2020 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize Firm trading activity this week has pushed the Capesize 5TC up and over the $30000 level, reaching near new highs for the year.",https://www.drycargomag.com/dry-bulk-week-40,,,,,,,30000.0,,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-40,,"Dry Bulk: Week 40 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 40 05 October 2020 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize Firm trading activity this week has pushed the Capesize 5TC up and over the $30000 level, reaching near new highs for the year.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,30000.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2020-10-19,19952.0,GOOD_EXPLICIT,"Opening at $29,479, the Capesize 5TC has closed the week at $19,952, a drop of almost -30%.",https://www.drycargomag.com/dry-bulk-week-42,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,19952.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2020-11-09,14421.0,GOOD_EXPLICIT,"The end of the week brought about a small uptick of +244 to settle the Capesize 5TC at $14,421, possibly placing a support level, although others would suggest it will allow for a breather before further declines.",https://www.drycargomag.com/dry-bulk-week-45,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,14421.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2020-11-30,12712.0,REVIEW_NO_DIRECT_EVIDENCE,"Dry Bulk: Week 48 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 48 30 November 2020 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market this week continued its recent range bound sideways drift hitting a low of $11,996 Tuesday on the 5TC, before closing the week out at $12,712.",https://www.drycargomag.com/dry-bulk-week-48,,,,,,,12712.0,7.118,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-48,,"Dry Bulk: Week 48 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 48 30 November 2020 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market this week continued its recent range bound sideways drift hitting a low of $11,996 Tuesday on the 5TC, before closing the week out at $12,712.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,12712.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-01-11,16633.0,GOOD_EXPLICIT,"The Capesize 5TC ended 2020 at $16,633 and now closes out its opening week of 2021 at a resounding $21,131.",https://www.drycargomag.com/dry-bulk-week-1-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,16633.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-02-01,15675.0,GOOD_EXPLICIT,"Dropping -8,956 over the course of the week the Capesize 5TC settled at $15,675.",https://www.drycargomag.com/dry-bulk-week-4-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,15675.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-02-15,10304.0,GOOD_EXPLICIT,"The Capesize 5TC registered a token drop of eight to settle at $10,304 as minimal trading was heard.",https://www.drycargomag.com/dry-bulk-week-6-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,10304.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-03-08,14794.0,GOOD_EXPLICIT,"Gaining $920 on the last trading day of the week the Capesize 5TC settled at $14,794, which reflected the solid trading activity.",https://www.drycargomag.com/dry-bulk-week-9-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,14794.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-03-22,19437.0,GOOD_EXPLICIT,"Dry Bulk: Week 11 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 11 22 March 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize A steady build for the Capesize market saw the 5TC lift $2,696 to settle the week at $19,437.",https://www.drycargomag.com/dry-bulk-week-11-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,19437.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-04-12,23911.0,REVIEW_NO_DIRECT_EVIDENCE,"The Capesize 5TC lifted 4,058 over the shortened post Easter holiday week to $23,911.",https://www.drycargomag.com/dry-bulk-week-14-2021,,,,,,,23911.0,,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-14-2021,,"The Capesize 5TC lifted 4,058 over the shortened post Easter holiday week to $23,911.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,23911.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-04-26,34762.0,GOOD_EXPLICIT,"The 5TC rose $6,242 to settle at the end of the week at $34,762.",https://www.drycargomag.com/dry-bulk-week-16-2021,True,False,False,False,False,B_5TC_NO_CLEAR_SEGMENT,,,,,,,,,,,,,,,,34762.0,True,REVALIDATED_5TC_ONLY,B_REVALIDATED
2021-05-17,34542.0,GOOD_EXPLICIT,"Dry Bulk: Week 19 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 19 17 May 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize As the week progressed it became clear that the Capesize market wasn’t having a small retracement but was in for a more significant downturn as the 5TC dropped $6,972 week-on-week to settle at $34,542.",https://www.drycargomag.com/dry-bulk-week-19,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,34542.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-06-07,20933.0,GOOD_EXPLICIT,"Dry Bulk: Week 22 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 22 07 June 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market found little to support levels this week as a steady slide in rates saw the 5TC drop $4,681 over the week to settle at $20,933.",https://www.drycargomag.com/dry-bulk-week-22-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,20933.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-07-05,29106.0,REVIEW_LEVEL,"The Capesize 5TC reached $34,299 on Tuesday before closing the week out at $29,106.",https://www.drycargomag.com/dry-bulk-week-26-2021,,,,,,,29106.0,34.0,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-26-2021,,"The Capesize 5TC reached $34,299 on Tuesday before closing the week out at $29,106.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,29106.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-07-19,28572.0,GOOD_EXPLICIT,"Dry Bulk: Week 28 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 28 19 July 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market endured a week of eroding value across all regions as the 5TC lowered $2,430 week on week to settle at $28,572.",https://www.drycargomag.com/dry-bulk-week-28-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,28572.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-07-26,32469.0,GOOD_EXPLICIT,"Dry Bulk: Week 29 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 29 26 July 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The market drifted sideways lacking a strong directional lead most of the week, with gains towards the end the 5TC average settling at $32,469 to close the week, up almost $4,000.",https://www.drycargomag.com/dry-bulk-week-29-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,32469.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-08-02,35713.0,GOOD_EXPLICIT,"Dry Bulk: Week 30 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 30 02 August 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market strengthened this week as Pacific routes were affected by weather incidents pushing the 5TC up $3,244 week on week to settle at $35,713.",https://www.drycargomag.com/dry-bulk-week-30-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,35713.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-08-09,36150.0,REVIEW_NO_DIRECT_EVIDENCE,"Dry Bulk: Week 31 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 31 09 August 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market broke out of its recent range this week as the 5TC peaked on Thursday before easing Friday slightly down at $36,150.",https://www.drycargomag.com/dry-bulk-week-31-2021,,,,,,,36150.0,,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-31-2021,,"Dry Bulk: Week 31 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 31 09 August 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market broke out of its recent range this week as the 5TC peaked on Thursday before easing Friday slightly down at $36,150.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,36150.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-09-06,46647.0,GOOD_EXPLICIT,"Dry Bulk: Week 35 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 35 06 September 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market crested over the past week as the 5TC retracted $4452 since last Friday to close out at $46,647.",https://www.drycargomag.com/dry-bulk-week-35-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,46647.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-11-01,36065.0,REVIEW_LEVEL,"Dry Bulk: Week 43 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 43 01 November 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market was in dire straits this week as tonnage levels were heard to be building while many areas had minimal activity as the 5TC dropped -15,398 to $36,065 week on week.",https://www.drycargomag.com/dry-bulk-week-43-2021,,,,,,,36065.0,,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-43-2021,,"Dry Bulk: Week 43 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 43 01 November 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market was in dire straits this week as tonnage levels were heard to be building while many areas had minimal activity as the 5TC dropped -15,398 to $36,065 week on week.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,36065.0,True,REVALIDATED_CLEAR,A_REVALIDATED
