date,vlsfo_usd_per_mt,mgo_usd_per_mt,vlsfo_change_7d,mgo_change_7d,dataset_role
2022-06-03,1054.66,1338.67,0.1915581114211793,0.1741174406876287,market_bunker
2022-06-10,1096.32,1348.17,0.20040731859540784,0.14163653453692482,market_bunker
2022-06-17,1048.75,1327.48,0.11622585280187336,0.108431722917119,market_bunker
2022-06-24,1004.86,1279.37,0.04356585766063281,0.0480196600450542,market_bunker
2022-07-01,968.57,1231.68,-0.021606933613479318,-0.019862490450725745,market_bunker
2022-07-08,942.89,1198.4,-0.06536284606920895,-0.04874544574181805,market_bunker
2022-07-15,903.66,1169.83,-0.1321142505906533,-0.10486808276199822,market_bunker
2022-07-22,874.28,1111.45,-0.17103142244894098,-0.16973563312840356,market_bunker
2022-07-29,854.09,1096.99,-0.22094826328079387,-0.18631181527552165,market_bunker
2022-08-05,832.06,1076.33,-0.20661740166865317,-0.1891930575225239,market_bunker
2022-08-12,808.67,1058.2,-0.19524112811734973,-0.17287414899520848,market_bunker
2022-08-19,785.91,1056.64,-0.18858729880132574,-0.14211483502208366,market_bunker
2022-08-26,773.57,1028.15,-0.1795755602456277,-0.14206441922563418,market_bunker
2022-09-02,762.64,1020.57,-0.1560542681982161,-0.12759118846328088,market_bunker
2022-09-09,740.03,1001.18,-0.15355492519558955,-0.09921274011426529,market_bunker
2022-09-16,712.53,993.83,-0.16574365699165194,-0.09403914347441633,market_bunker
2022-09-23,714.12,987.28,-0.14174458572699078,-0.08273484897754402,market_bunker
2022-09-30,708.47,987.53,-0.12390715619473947,-0.06678321678321686,market_bunker
2022-10-07,693.93,969.77,-0.11703630186662595,-0.08221343125378566,market_bunker
2022-10-14,693.23,966.3,-0.10385614747210992,-0.06015659193697431,market_bunker
2022-10-21,685.73,955.25,-0.10084705758942614,-0.06400344905298028,market_bunker
2022-10-28,671.6,954.14,-0.09246922422063963,-0.04698455822129888,market_bunker
2022-11-04,673.69,955.33,-0.054509985544468176,-0.038739019751869,market_bunker
2022-11-11,667.98,952.98,-0.06461098974962187,-0.03474191718661368,market_bunker
2022-11-18,664.19,934.16,-0.06250088218273175,-0.05404392777940925,market_bunker
2022-11-25,657.09,943.11,-0.053088928278068326,-0.027491054579951935,market_bunker
2022-12-02,635.58,941.61,-0.08316143271352938,-0.02555107109593291,market_bunker
2022-12-09,631.3,928.69,-0.07937526431685948,-0.02780423972781987,market_bunker
2022-12-16,633.09,935.01,-0.057340678975580706,-0.02004946863143775,market_bunker
2022-12-23,635.3,909.37,-0.05698466653802203,-0.04810903038740544,market_bunker
2022-12-30,637.53,901.15,-0.045585197161591706,-0.05438729039434198,market_bunker
2023-01-06,659.78,892.44,-0.006639666360529484,-0.04466044360709076,market_bunker
2023-01-13,642.31,914.19,-0.022493113576526946,-0.0306645036103953,market_bunker
2023-01-20,647.92,903.01,0.019415337172346447,-0.04099361731502427,market_bunker
2023-01-27,649.06,892.89,0.028132425154443252,-0.03854892375281316,market_bunker
2023-02-03,649.46,891.13,0.025857303069073856,-0.04692997935850951,market_bunker
2023-02-10,645.89,875.44,0.016669290099165845,-0.03731154535557579,market_bunker
2023-02-17,654.55,899.57,0.026696782896491023,-0.0017533152083447634,market_bunker
2023-02-24,638.7,868.53,-0.031950043954045215,-0.026791717090224654,market_bunker
2023-03-03,635.25,855.88,-0.010991577275770159,-0.06378323980791745,market_bunker
2023-03-10,627.09,848.31,-0.03214903074453623,-0.06057518742871071,market_bunker
2023-03-17,623.82,833.85,-0.03888700582380655,-0.06612236669690552,market_bunker
2023-03-24,630.55,819.29,-0.02911649678194206,-0.08061674503158911,market_bunker
2023-03-31,598.8,798.68,-0.07290715137252479,-0.08768162295531401,market_bunker
2023-04-07,607.45,796.27,-0.07195783362615527,-0.1148326422624143,market_bunker
2023-04-14,586.99,795.06,-0.08096132769688436,-0.08459120583054125,market_bunker
2023-04-21,587.17,778.26,-0.07568673750491939,-0.09069028368462873,market_bunker
2023-04-28,589.87,767.75,-0.05935352182302389,-0.09496528391743575,market_bunker
2023-05-05,577.05,738.41,-0.07497355006251816,-0.1144570366372849,market_bunker
2023-05-12,563.53,722.08,-0.10628816112917294,-0.1186515153364498,market_bunker
2023-05-19,571.42,740.42,-0.04572478289913162,-0.07294535984374217,market_bunker
2023-05-26,585.51,753.3,-0.036118199028726705,-0.05396410765192716,market_bunker
2023-06-02,582.76,773.04,-0.007206255643196657,-0.027696022941664733,market_bunker
2023-06-09,594.16,762.17,0.011904559156632688,-0.020674324775781905,market_bunker
2023-06-16,598.84,799.38,0.015206740468238777,0.04119830674047531,market_bunker
2023-06-23,600.38,797.31,0.04042977211680099,0.07976598366761012,market_bunker
2023-06-30,622.86,806.58,0.10528277110357931,0.11702304453800139,market_bunker
2023-07-07,619.52,813.33,0.08417626264393974,0.0984711380027552,market_bunker
2023-07-14,609.28,819.62,0.04059708630083181,0.08803929377406083,market_bunker
2023-07-21,628.26,850.87,0.07807673827990946,0.10068043050812392,market_bunker
2023-07-28,628.89,856.3,0.05845226874915843,0.12350263064670619,market_bunker
2023-08-04,643.69,856.82,0.07489479660677323,0.07185568815832277,market_bunker
2023-08-11,639.53,868.21,0.06520870115593458,0.08892400697344827,market_bunker
2023-08-18,649.31,887.31,0.04246540153485534,0.10008926578888633,market_bunker
2023-08-25,656.15,908.35,0.059126420454545414,0.11682834765716255,market_bunker
2023-09-01,661.44,897.92,0.08560924369747913,0.09553207584002332,market_bunker
2023-09-08,652.17,892.97,0.038057492121096326,0.0494787687895919,market_bunker
2023-09-15,660.49,908.03,0.050247261047241976,0.060411070886371654,market_bunker
2023-09-22,662.78,912.82,0.02965713309201612,0.06535795149506307,market_bunker
2023-09-29,664.83,898.42,0.03956030209685246,0.034795729143870524,market_bunker
2023-10-06,682.47,924.57,0.0510695969567696,0.041992088447104337,market_bunker
2023-10-13,677.43,928.15,0.0324316086260763,0.021797765178620532,market_bunker
2023-10-20,660.21,918.9,-0.0018595791001451145,0.02336511047754808,market_bunker
2023-10-27,666.06,911.46,0.02129812778876672,0.020706182738501777,market_bunker
2023-11-03,666.07,889.01,0.008448273251676852,-0.020946444500732353,market_bunker
2023-11-10,652.31,861.18,-0.015797097075952893,-0.05657194189434944,market_bunker
2023-11-17,629.77,837.81,-0.05273528571213704,-0.06746287927695294,market_bunker
2023-11-24,628.76,850.59,-0.07869943001157564,-0.08001557480774846,market_bunker
2023-12-01,632.05,813.81,-0.06698847113354889,-0.12319129451058564,market_bunker
2023-12-08,612.98,796.78,-0.07153784401932717,-0.13289803025356406,market_bunker
2023-12-15,612.66,779.81,-0.08017295739122599,-0.1444385930265728,market_bunker
2023-12-22,619.09,786.03,-0.07053312714879822,-0.11583671724727507,market_bunker
2023-12-29,613.33,787.73,-0.05975686406769776,-0.0852899509974685,market_bunker
2024-01-05,622.98,788.74,-0.010781713959064354,-0.058569365369236404,market_bunker
2024-01-12,608.33,793.4,-0.03249252496978172,-0.06723568346677022,market_bunker
2024-01-19,626.08,801.96,-0.009445455264615044,-0.014561138349245994,market_bunker
2024-01-26,635.15,802.32,0.03616757479852506,0.006952985767715081,market_bunker
2024-02-02,633.62,805.41,0.0342114712891326,0.03282850950872662,market_bunker
2024-02-09,655.35,816.41,0.05856983637274071,0.038649924303143735,market_bunker
2024-02-16,641.42,817.96,0.04579916195196709,0.038376093331471406,market_bunker
2024-02-23,648.47,830.92,0.04091624129185534,0.05347769860790619,market_bunker
2024-03-01,653.01,796.57,0.0734469777916591,0.003995462566170893,market_bunker
2024-03-08,661.98,825.4,0.05734091489905446,0.029228390443413632,market_bunker
2024-03-15,645.83,825.52,0.016814925608124254,0.028916143184763987,market_bunker
2024-03-22,662.53,797.86,0.045626716328398764,-0.009374107597372672,market_bunker
2024-03-29,656.73,810.59,0.0021057450217440987,-0.007128771083156682,market_bunker
2024-04-05,651.89,809.25,0.01632315799320261,-0.01064844246662433,market_bunker
2024-04-12,661.66,799.85,0.02034018535938431,-0.03739228806623973,market_bunker
2024-04-19,661.19,803.78,0.012526607555780167,0.009051307480823834,market_bunker
2024-04-26,650.84,794.45,-0.01682830296987825,-0.03749697116549544,market_bunker
2024-05-03,649.31,810.68,0.005388414907947725,-0.0179765481151275,market_bunker
2024-05-10,641.02,797.49,-0.032466454349237006,-0.00046374050585318294,market_bunker
2024-05-17,638.46,793.51,-0.027819651911744514,-0.02107107168852318,market_bunker
2024-05-24,636.2,782.44,-0.02406847781067345,-0.03312944084028413,market_bunker
2024-05-31,636.18,760.97,-0.038509204122963436,-0.04860911420891412,market_bunker
2024-06-07,613.68,759.14,-0.07185529121735068,-0.055537584911294124,market_bunker
2024-06-14,628.35,760.58,-0.03455534386331516,-0.04263326829882308,market_bunker
2024-06-21,598.29,740.22,-0.07857571883999936,-0.08691468890314291,market_bunker
2024-06-28,609.71,755.08,-0.04884402982746239,-0.053179350211287835,market_bunker
2024-07-05,614.78,746.83,-0.037089245998183196,-0.05882723595165773,market_bunker
2024-07-12,613.56,745.13,-0.03558629361835919,-0.04768416747610049,market_bunker
2024-07-19,608.76,753.19,-0.04310100914835413,-0.01022379331642509,market_bunker
2024-07-26,611.88,750.43,-0.0029331247555728357,-0.011473509497589407,market_bunker
2024-08-02,610.79,743.36,-0.02794620832338679,-0.022640616371716327,market_bunker
2024-08-09,610.84,754.9,0.02097644954787814,0.019831941855124047,market_bunker
2024-08-16,620.1,736.35,0.0170408882911548,-0.024805318641733298,market_bunker
2024-08-23,613.25,746.59,-0.0024886951429778925,-0.0003213582743061272,market_bunker
2024-08-30,603.06,743.08,-0.017113240758850012,-0.0027511977775689367,market_bunker
2024-09-06,608.73,732.52,-4.928050463237632e-05,-0.027443274605345347,market_bunker
2024-09-13,601.29,734.28,-0.0173073151598353,-0.02152099462974555,market_bunker
2024-09-20,600.43,718.32,-0.016961639843481424,-0.03368489022815324,market_bunker
2024-09-27,595.44,732.39,-0.025211184598258107,-0.029818519009140232,market_bunker
2024-10-04,582.8,720.19,-0.060151588453475346,-0.021946085421334915,market_bunker
2024-10-11,580.53,714.15,-0.05335507541785578,-0.04345089004674596,market_bunker
2024-10-18,584.48,723.39,-0.03080953802275055,-0.02649781988480382,market_bunker
2024-10-25,580.33,705.48,-0.04665451020978095,-0.036913667886200985,market_bunker
2024-11-01,573.21,695.95,-0.04669959586888184,-0.05220079533692856,market_bunker
2024-11-08,570.7,690.88,-0.04951451459787137,-0.038200245016148826,market_bunker
2024-11-15,574.33,704.29,-0.03545277441891714,-0.038367536421851756,market_bunker
2024-11-22,559.78,685.31,-0.039498970487302665,-0.04843166386647979,market_bunker
2024-11-29,563.28,705.71,-0.02971422665495327,-0.011818245466638566,market_bunker
2024-12-06,555.45,671.12,-0.04966808102929099,-0.07225701212347413,market_bunker
2024-12-13,552.03,697.46,-0.048765357641342155,-0.01136814651017748,market_bunker
2024-12-20,556.59,681.69,-0.028994609305490138,-0.02048997772828509,market_bunker
2024-12-27,558.29,683.67,-0.02174522516208177,-0.010435965724872709,market_bunker
2025-01-03,561.55,684.53,-0.022252015391848068,-0.028056624401879948,market_bunker
2025-01-10,567.83,696.53,0.014380649540891133,0.016372152748391322,market_bunker
2025-01-17,563.46,697.48,0.0003195568811249494,-0.011662014141786359,market_bunker
2025-01-24,570.76,711.05,0.027563237015032716,0.059497556323757195,market_bunker
2025-01-31,568.14,707.58,0.029183196565404135,0.014509792676282496,market_bunker
2025-02-07,575.28,712.31,0.033579475017517346,0.04491777787557383,market_bunker
2025-02-14,575.89,712.65,0.03152483476329504,0.04238887182412565,market_bunker
2025-02-21,580.58,719.54,0.033888344760039324,0.051144580953354835,market_bunker
2025-02-28,581.07,718.71,0.023316837785957167,0.03184356739838923,market_bunker
2025-03-07,570.09,698.82,0.01176658502821848,0.0019212020416357056,market_bunker
2025-03-14,585.05,697.96,0.02503679304786588,-0.018409394557344694,market_bunker
2025-03-21,563.96,710.95,-0.007357341500334291,0.00476271234348058,market_bunker
2025-03-28,560.21,702.62,-0.026195939368655163,-0.013603627634035664,market_bunker
2025-04-04,571.95,696.03,-0.006841584330340766,-0.023321406019785274,market_bunker
2025-04-11,567.25,693.9,-0.022959798821867827,-0.03563387719932176,market_bunker
2025-04-18,563.74,692.78,-0.029824289672500837,-0.03607852958773361,market_bunker
2025-04-25,564.33,686.79,-0.010103667841919628,-0.017214733407744598,market_bunker
2025-05-02,561.04,686.0,-0.041039227416460156,-0.017135652472921148,market_bunker
2025-05-09,556.28,694.9,-0.013617987091283146,-0.022575427245235313,market_bunker
2025-05-16,562.68,686.62,0.004409060887881067,-0.022771910847969035,market_bunker
2025-05-23,558.71,698.82,-0.023148876650056827,0.0040084479117281635,market_bunker
2025-05-30,569.18,683.05,0.0034023799030409307,-0.015636258826920324,market_bunker
2025-06-06,563.01,706.01,-0.00129492319154223,0.019096971621582526,market_bunker
2025-06-13,559.49,702.67,-0.008576542094164807,0.023122060600765826,market_bunker
2025-06-20,563.07,702.05,0.0036182803365181204,0.023396501457725982,market_bunker
2025-06-27,563.1,705.36,0.01226001294312229,0.015052525543243656,market_bunker
2025-07-04,552.87,708.32,-0.017434420985284582,0.03160408959832228,market_bunker
2025-07-11,546.94,700.61,-0.021066385065597548,0.0025614607481181384,market_bunker
2025-07-18,548.96,675.27,-0.035524790048842014,-0.011390088573310808,market_bunker
2025-07-25,544.59,677.26,-0.03271700325038629,-0.040721802807325624,market_bunker
2025-08-01,535.71,680.0,-0.042502993797923105,-0.032262655300496657,market_bunker
2025-08-08,531.55,682.71,-0.055978830340810415,-0.027547895449042015,market_bunker
2025-08-15,531.39,684.14,-0.05631326584976026,-0.03008392877395949,market_bunker
2025-08-22,515.2,670.86,-0.06813536636098894,-0.05288570137790838,market_bunker
2025-08-29,509.33,674.83,-0.06876439828866066,-0.036796505901999677,market_bunker
2025-09-05,507.36,663.96,-0.07577965607694548,-0.016748856013150237,market_bunker
